accuracy,train_loss,val_loss,mean_lr
0.0,0.0,0.0,0.0
0.08137254901960785,3.698188543319702,4.245480060577393,0.0006602159337185422
0.09411764705882353,3.1598052978515625,4.470289707183838,0.0009778836124926147
0.1284313725490196,2.974911689758301,3.8233726024627686,0.0015976751576040518
0.14019607843137255,2.889310836791992,4.935004234313965,0.002492465568376206
0.17058823529411765,2.8805434703826904,3.548455238342285,0.003623094596998199
0.20098039215686275,2.7170698642730713,3.3794188499450684,0.004940080585631518
0.13333333333333333,2.5948593616485596,3.9635491371154785,0.006385786017090625
0.16176470588235295,2.566101312637329,3.9230599403381348,0.007896940004388
0.2774509803921569,2.36448335647583,3.098344326019287,0.009407407323106251
0.18627450980392157,2.202669620513916,3.895195245742798,0.010851082800682995
0.19705882352941176,2.1026439666748047,5.403861999511719,0.012164784390484996
0.19705882352941176,1.9827656745910645,4.671804904937744,0.013291018316107338
0.2627450980392157,1.9648302793502808,3.5167107582092285,0.014180495270144125
0.20784313725490197,1.891976237297058,3.8355789184570312,0.01479428754670714
0.22450980392156863,1.7877187728881836,4.188611030578613,0.015105532843018746
0.3431372549019608,1.689131498336792,2.968883991241455,0.015145599427021459
0.3058823529411765,1.5614176988601685,3.0758423805236816,0.015083727295794963
0.45098039215686275,1.5520365238189697,2.1874170303344727,0.014961424712163822
0.41568627450980394,1.4664498567581177,2.4359583854675293,0.0147796763846187
0.48627450980392156,1.3101309537887573,2.0721843242645264,0.01453994564382669
0.4892156862745098,1.221011757850647,2.0120043754577637,0.014244162660753268
0.4166666666666667,1.1991376876831055,2.562779188156128,0.013894708906060562
0.5098039215686274,1.1789835691452026,2.022378444671631,0.013494397975905863
0.42549019607843136,1.0945539474487305,2.439269542694092,0.013046452938519783
0.5127450980392156,1.0298290252685547,2.360567331314087,0.012554480383955919
0.5284313725490196,0.9147595167160034,1.882936954498291,0.012022441385948457
0.6088235294117647,0.8799446225166321,1.4607127904891968,0.01145461960967547
0.596078431372549,0.8221185207366943,1.5684632062911987,0.010855586822205733
0.5607843137254902,0.7737348079681396,1.854825496673584,0.010230166083318356
0.6098039215686275,0.7556366920471191,1.6031428575515747,0.009583392913061442
0.6656862745098039,0.6875768899917603,1.3062808513641357,0.008920474748705417
0.6882352941176471,0.6158863306045532,1.1906286478042603,0.008246749017520106
0.692156862745098,0.5842723250389099,1.1283438205718994,0.007567640162948711
0.7205882352941176,0.5541586875915527,1.0580132007598877,0.006888615970178695
0.7431372549019608,0.42494916915893555,0.9852022528648376,0.006215143542750487
0.753921568627451,0.3474622368812561,0.9796088933944702,0.005552645284654357
0.746078431372549,0.3112713098526001,1.0054141283035278,0.004906455242321826
0.7784313725490196,0.3087218403816223,0.8581322431564331,0.004281776158020171
0.796078431372549,0.26181694865226746,0.8407307267189026,0.0036836375804308328
0.8058823529411765,0.27991965413093567,0.7744284868240356,0.003116855369680775
0.7901960784313725,0.2077571004629135,0.8183321952819824,0.002585992922868409
0.807843137254902,0.2025163769721985,0.7615832090377808,0.002095324432273406
0.8235294117647058,0.16848063468933105,0.7400621175765991,0.0016488004720736386
0.8117647058823529,0.13260526955127716,0.7798658609390259,0.0012500161906447967
0.8254901960784313,0.12085499614477158,0.7549676299095154,0.000902182364539585
0.8264705882352941,0.09747617691755295,0.743249773979187,0.0006080995472028258
0.8205882352941176,0.0875413790345192,0.7462457418441772,0.0003701355205618175
0.8343137254901961,0.0763314887881279,0.7209643125534058,0.0001902062310384923
0.8205882352941176,0.08024632185697556,0.7309256792068481,6.976036347538298e-05
0.8313725490196079,0.077362060546875,0.7315851449966431,9.767677177084386e-06
